r(1,0,0,0,0)
w(4,1,0,1,1)
w(2,1,0,2,2)
w(25,1,0,3,3)
w(82,1,0,4,4)
r(3,0,0,5,5)
r(0,0,0,6,6)
r(63,0,0,7,7)
r(14,0,0,8,8)
r(17,0,0,9,9)
w(10,1,0,10,10)
r(1,0,0,11,11)
w(3,1,0,12,12)
r(21,0,0,13,13)
w(23,1,0,14,14)
r(2,1,0,15,15)
w(7,1,0,16,16)
r(0,0,0,17,17)
w(0,1,0,18,18)
w(9,1,0,19,19)
w(74,1,0,20,20)
r(1,0,0,21,21)
w(42,1,0,22,22)
w(0,2,0,23,23)
r(7,1,0,24,24)
r(1,0,0,25,25)
r(0,2,0,26,26)
w(3,2,0,27,27)
w(2,2,0,28,28)
w(2,3,0,29,29)
w(41,1,0,30,30)
r(1,0,0,31,31)
w(5,1,0,32,32)
r(0,2,0,33,33)
w(13,1,0,34,34)
r(1,0,0,35,35)
r(3,2,0,36,36)
r(35,0,0,37,37)
w(5,2,0,38,38)
r(0,2,0,39,39)
r(0,2,0,40,40)
r(70,0,0,41,41)
w(67,1,0,42,42)
w(0,3,0,43,43)
r(1,0,0,44,44)
r(7,1,0,45,45)
w(38,1,0,46,46)
r(50,0,0,47,47)
w(62,1,0,48,48)
r(0,3,0,49,49)
r(6,0,0,50,50)
r(4,1,0,51,51)
w(48,1,0,52,52)
w(35,1,0,53,53)
w(1,1,0,54,54)
r(0,3,0,55,55)
r(10,1,0,56,56)
w(7,2,0,57,57)
w(38,2,0,58,58)
r(0,3,0,59,59)
r(60,0,0,60,60)
w(2,4,0,61,61)
w(0,4,0,62,62)
w(2,5,0,63,63)
r(4,1,0,64,64)
w(0,5,0,65,65)
w(7,3,0,66,66)
w(1,2,0,67,67)
w(6,1,0,68,68)
w(58,1,0,69,69)
r(48,1,0,70,70)
w(0,6,0,71,71)
w(33,1,0,72,72)
w(0,7,0,73,73)
r(0,7,0,74,74)
w(8,1,0,75,75)
r(0,7,0,76,76)
w(50,1,0,77,77)
w(2,6,0,78,78)
w(20,1,0,79,79)
r(19,0,0,80,80)
w(0,8,0,81,81)
w(15,1,0,82,82)
w(16,1,0,83,83)
r(53,0,0,84,84)
w(73,1,0,85,85)
r(75,0,0,86,86)
r(88,0,0,87,87)
w(6,2,0,88,88)
w(28,1,0,89,89)
r(0,8,0,90,90)
r(0,8,0,91,91)
w(8,2,0,92,92)
w(15,2,0,93,93)
r(1,2,0,94,94)
w(0,9,0,95,95)
w(0,10,0,96,96)
w(3,3,0,97,97)
w(16,2,0,98,98)
w(1,3,0,99,99)
w(71,1,1,0,0)
w(2,7,1,1,1)
w(53,1,1,2,2)
w(17,1,1,3,3)
w(10,2,1,4,4)
r(3,3,1,5,5)
r(1,3,1,6,6)
w(3,4,1,7,7)
r(0,10,1,8,8)
r(33,1,1,9,9)
r(59,0,1,10,10)
w(6,3,1,11,11)
w(3,5,1,12,12)
w(0,11,1,13,13)
w(20,2,1,14,14)
w(2,8,1,15,15)
r(2,8,1,16,16)
r(0,11,1,17,17)
w(29,1,1,18,18)
w(47,1,1,19,19)
r(0,11,1,20,20)
w(2,9,1,21,21)
w(33,2,1,22,22)
w(4,2,1,23,23)
r(0,11,1,24,24)
w(24,1,1,25,25)
w(20,3,1,26,26)
w(0,12,1,27,27)
r(3,5,1,28,28)
w(0,13,1,29,29)
r(88,0,1,30,30)
r(6,3,1,31,31)
r(5,2,1,32,32)
w(3,6,1,33,33)
r(2,9,1,34,34)
w(25,2,1,35,35)
w(1,4,1,36,36)
w(67,2,1,37,37)
w(50,2,1,38,38)
r(0,13,1,39,39)
w(0,14,1,40,40)
r(5,2,1,41,41)
r(11,0,1,42,42)
r(1,4,1,43,43)
r(11,0,1,44,44)
w(73,2,1,45,45)
w(44,1,1,46,46)
w(1,5,1,47,47)
w(33,3,1,48,48)
r(38,2,1,49,49)
r(1,5,1,50,50)
r(1,5,1,51,51)
w(30,1,1,52,52)
r(5,2,1,53,53)
r(2,9,1,54,54)
r(1,5,1,55,55)
w(2,10,1,56,56)
w(8,3,1,57,57)
w(5,3,1,58,58)
r(3,6,1,59,59)
r(62,1,1,60,60)
r(0,14,1,61,61)
w(2,11,1,62,62)
w(0,15,1,63,63)
w(6,4,1,64,64)
w(0,16,1,65,65)
w(44,2,1,66,66)
r(9,1,1,67,67)
w(78,1,1,68,68)
w(4,3,1,69,69)
w(18,1,1,70,70)
w(1,6,1,71,71)
w(1,7,1,72,72)
r(0,16,1,73,73)
r(36,0,1,74,74)
w(12,1,1,75,75)
r(74,1,1,76,76)
w(5,4,1,77,77)
w(9,2,1,78,78)
r(2,11,1,79,79)
w(16,3,1,80,80)
w(28,2,1,81,81)
w(1,8,1,82,82)
r(28,2,1,83,83)
w(0,17,1,84,84)
r(1,8,1,85,85)
w(1,9,1,86,86)
r(0,17,1,87,87)
r(0,17,1,88,88)
r(2,11,1,89,89)
r(12,1,1,90,90)
r(14,0,1,91,91)
r(22,0,1,92,92)
w(55,1,1,93,93)
r(98,0,1,94,94)
r(68,0,1,95,95)
w(0,18,1,96,96)
w(14,1,1,97,97)
w(1,10,1,98,98)
w(0,19,1,99,99)
r(39,0,2,0,0)
w(12,2,2,1,1)
r(0,19,2,2,2)
r(0,19,2,3,3)
r(11,0,2,4,4)
w(9,3,2,5,5)
w(0,20,2,6,6)
r(5,4,2,7,7)
w(78,2,2,8,8)
r(27,0,2,9,9)
r(16,3,2,10,10)
r(7,3,2,11,11)
r(31,0,2,12,12)
r(84,0,2,13,13)
r(59,0,2,14,14)
r(1,10,2,15,15)
w(12,3,2,16,16)
r(1,10,2,17,17)
w(88,1,2,18,18)
r(1,10,2,19,19)
w(7,4,2,20,20)
w(51,1,2,21,21)
r(11,0,2,22,22)
r(8,3,2,23,23)
r(82,1,2,24,24)
r(55,1,2,25,25)
r(27,0,2,26,26)
w(5,5,2,27,27)
w(0,21,2,28,28)
w(56,1,2,29,29)
r(10,2,2,30,30)
w(11,1,2,31,31)
r(3,6,2,32,32)
w(1,11,2,33,33)
w(21,1,2,34,34)
r(0,21,2,35,35)
w(0,22,2,36,36)
w(0,23,2,37,37)
w(53,2,2,38,38)
w(2,12,2,39,39)
r(0,23,2,40,40)
r(24,1,2,41,41)
r(2,12,2,42,42)
r(25,2,2,43,43)
r(2,12,2,44,44)
r(2,12,2,45,45)
r(11,1,2,46,46)
r(6,4,2,47,47)
r(2,12,2,48,48)
w(67,3,2,49,49)
w(2,13,2,50,50)
r(0,23,2,51,51)
r(12,3,2,52,52)
w(1,12,2,53,53)
w(34,1,2,54,54)
w(7,5,2,55,55)
w(6,5,2,56,56)
r(0,23,2,57,57)
w(49,1,2,58,58)
w(5,6,2,59,59)
w(7,6,2,60,60)
r(7,6,2,61,61)
w(53,3,2,62,62)
r(2,13,2,63,63)
r(81,0,2,64,64)
r(31,0,2,65,65)
r(21,1,2,66,66)
r(2,13,2,67,67)
r(7,6,2,68,68)
r(94,0,2,69,69)
w(1,13,2,70,70)
r(1,13,2,71,71)
r(0,23,2,72,72)
r(4,3,2,73,73)
w(25,3,2,74,74)
w(43,1,2,75,75)
r(11,1,2,76,76)
r(8,3,2,77,77)
r(56,1,2,78,78)
w(1,14,2,79,79)
w(16,4,2,80,80)
r(90,0,2,81,81)
w(76,1,2,82,82)
w(4,4,2,83,83)
w(1,15,2,84,84)
r(0,23,2,85,85)
r(7,6,2,86,86)
r(51,1,2,87,87)
w(6,6,2,88,88)
w(63,1,2,89,89)
r(3,6,2,90,90)
w(1,16,2,91,91)
r(0,23,2,92,92)
r(0,23,2,93,93)
r(89,0,2,94,94)
w(1,17,2,95,95)
r(12,3,2,96,96)
w(1,18,2,97,97)
r(0,23,2,98,98)
r(0,23,2,99,99)
w(3,7,3,0,0)
w(2,14,3,1,1)
w(1,19,3,2,2)
r(1,19,3,3,3)
w(37,1,3,4,4)
w(49,2,3,5,5)
w(24,2,3,6,6)
w(12,4,3,7,7)
w(4,5,3,8,8)
r(0,23,3,9,9)
r(56,1,3,10,10)
r(66,0,3,11,11)
r(1,19,3,12,12)
r(1,19,3,13,13)
r(70,0,3,14,14)
r(9,3,3,15,15)
w(22,1,3,16,16)
w(44,3,3,17,17)
w(33,4,3,18,18)
w(28,3,3,19,19)
r(4,5,3,20,20)
w(20,4,3,21,21)
w(0,24,3,22,22)
r(0,24,3,23,23)
r(25,3,3,24,24)
w(14,2,3,25,25)
w(97,1,3,26,26)
r(59,0,3,27,27)
r(3,7,3,28,28)
r(2,14,3,29,29)
w(30,2,3,30,30)
r(4,5,3,31,31)
r(0,24,3,32,32)
w(4,6,3,33,33)
r(2,14,3,34,34)
w(11,2,3,35,35)
r(81,0,3,36,36)
w(4,7,3,37,37)
r(1,19,3,38,38)
r(4,7,3,39,39)
r(1,19,3,40,40)
r(0,24,3,41,41)
r(11,2,3,42,42)
w(2,15,3,43,43)
r(17,1,3,44,44)
w(96,1,3,45,45)
w(37,2,3,46,46)
r(84,0,3,47,47)
r(72,0,3,48,48)
w(3,8,3,49,49)
w(2,16,3,50,50)
r(2,16,3,51,51)
w(19,1,3,52,52)
w(58,2,3,53,53)
r(44,3,3,54,54)
w(0,25,3,55,55)
r(34,1,3,56,56)
w(0,26,3,57,57)
r(0,26,3,58,58)
w(0,27,3,59,59)
w(9,4,3,60,60)
r(7,6,3,61,61)
r(7,6,3,62,62)
r(0,27,3,63,63)
r(23,1,3,64,64)
w(1,20,3,65,65)
w(52,1,3,66,66)
r(37,2,3,67,67)
w(0,28,3,68,68)
w(7,7,3,69,69)
r(1,20,3,70,70)
r(78,2,3,71,71)
r(4,7,3,72,72)
r(4,7,3,73,73)
w(1,21,3,74,74)
r(0,28,3,75,75)
r(71,1,3,76,76)
r(9,4,3,77,77)
w(0,29,3,78,78)
w(22,2,3,79,79)
r(18,1,3,80,80)
w(0,30,3,81,81)
w(0,31,3,82,82)
r(3,8,3,83,83)
r(54,0,3,84,84)
w(22,3,3,85,85)
w(0,32,3,86,86)
w(11,3,3,87,87)
w(89,1,3,88,88)
w(13,2,3,89,89)
r(1,21,3,90,90)
r(4,7,3,91,91)
w(11,4,3,92,92)
w(86,1,3,93,93)
w(16,5,3,94,94)
w(5,7,3,95,95)
r(27,0,3,96,96)
w(20,5,3,97,97)
r(0,32,3,98,98)
r(1,21,3,99,99)
r(0,32,4,0,0)
w(1,22,4,1,1)
w(14,3,4,2,2)
w(5,8,4,3,3)
r(3,8,4,4,4)
w(94,1,4,5,5)
r(0,32,4,6,6)
w(3,9,4,7,7)
w(0,33,4,8,8)
w(6,7,4,9,9)
r(1,22,4,10,10)
r(2,16,4,11,11)
r(0,33,4,12,12)
r(1,22,4,13,13)
r(70,0,4,14,14)
w(20,6,4,15,15)
r(54,0,4,16,16)
r(8,3,4,17,17)
w(8,4,4,18,18)
r(1,22,4,19,19)
w(13,3,4,20,20)
w(2,17,4,21,21)
w(0,34,4,22,22)
r(13,3,4,23,23)
r(68,0,4,24,24)
w(1,23,4,25,25)
r(4,7,4,26,26)
r(10,2,4,27,27)
r(77,0,4,28,28)
w(18,2,4,29,29)
r(55,1,4,30,30)
r(94,1,4,31,31)
w(22,4,4,32,32)
r(7,7,4,33,33)
w(53,4,4,34,34)
r(0,34,4,35,35)
w(4,8,4,36,36)
w(0,35,4,37,37)
w(0,36,4,38,38)
r(0,36,4,39,39)
r(8,4,4,40,40)
r(29,1,4,41,41)
r(20,6,4,42,42)
w(55,2,4,43,43)
w(0,37,4,44,44)
w(0,38,4,45,45)
w(13,4,4,46,46)
w(12,5,4,47,47)
r(4,8,4,48,48)
r(0,38,4,49,49)
w(4,9,4,50,50)
r(3,9,4,51,51)
r(8,4,4,52,52)
r(10,2,4,53,53)
r(84,0,4,54,54)
r(7,7,4,55,55)
w(13,5,4,56,56)
r(0,38,4,57,57)
w(8,5,4,58,58)
w(0,39,4,59,59)
r(0,39,4,60,60)
w(19,2,4,61,61)
r(0,39,4,62,62)
w(0,40,4,63,63)
r(0,40,4,64,64)
w(0,41,4,65,65)
w(13,6,4,66,66)
w(3,10,4,67,67)
w(92,1,4,68,68)
r(7,7,4,69,69)
r(8,5,4,70,70)
w(1,24,4,71,71)
r(0,41,4,72,72)
r(0,41,4,73,73)
w(17,2,4,74,74)
w(53,5,4,75,75)
r(23,1,4,76,76)
w(87,1,4,77,77)
r(4,9,4,78,78)
w(1,25,4,79,79)
r(1,25,4,80,80)
r(9,4,4,81,81)
r(24,2,4,82,82)
r(5,8,4,83,83)
r(28,3,4,84,84)
r(5,8,4,85,85)
w(19,3,4,86,86)
r(6,7,4,87,87)
w(0,42,4,88,88)
w(6,8,4,89,89)
w(47,2,4,90,90)
r(9,4,4,91,91)
r(5,8,4,92,92)
w(12,6,4,93,93)
w(0,43,4,94,94)
w(84,1,4,95,95)
w(2,18,4,96,96)
w(0,44,4,97,97)
w(2,19,4,98,98)
w(0,45,4,99,99)
w(2,20,5,0,0)
r(93,0,5,1,1)
w(75,1,5,2,2)
r(0,45,5,3,3)
w(10,3,5,4,4)
r(2,20,5,5,5)
r(0,45,5,6,6)
w(4,10,5,7,7)
w(0,46,5,8,8)
r(78,2,5,9,9)
w(41,2,5,10,10)
w(6,9,5,11,11)
r(4,10,5,12,12)
w(7,8,5,13,13)
w(8,6,5,14,14)
w(7,9,5,15,15)
w(87,2,5,16,16)
r(36,0,5,17,17)
r(16,5,5,18,18)
r(1,25,5,19,19)
r(0,46,5,20,20)
w(0,47,5,21,21)
w(5,9,5,22,22)
r(28,3,5,23,23)
r(2,20,5,24,24)
r(0,47,5,25,25)
w(43,2,5,26,26)
w(90,1,5,27,27)
r(8,6,5,28,28)
r(1,25,5,29,29)
r(45,0,5,30,30)
w(8,7,5,31,31)
r(2,20,5,32,32)
w(65,1,5,33,33)
w(20,7,5,34,34)
r(0,47,5,35,35)
r(7,9,5,36,36)
w(39,1,5,37,37)
w(3,11,5,38,38)
w(1,26,5,39,39)
r(0,47,5,40,40)
w(49,3,5,41,41)
r(2,20,5,42,42)
w(2,21,5,43,43)
r(25,3,5,44,44)
r(14,3,5,45,45)
w(0,48,5,46,46)
w(0,49,5,47,47)
r(19,3,5,48,48)
w(0,50,5,49,49)
r(22,4,5,50,50)
r(8,7,5,51,51)
w(0,51,5,52,52)
r(4,10,5,53,53)
w(93,1,5,54,54)
r(4,10,5,55,55)
w(6,10,5,56,56)
r(68,0,5,57,57)
r(8,7,5,58,58)
w(85,1,5,59,59)
r(0,51,5,60,60)
w(73,3,5,61,61)
w(0,52,5,62,62)
w(0,53,5,63,63)
r(0,53,5,64,64)
r(14,3,5,65,65)
r(60,0,5,66,66)
r(1,26,5,67,67)
r(0,53,5,68,68)
r(2,21,5,69,69)
r(0,53,5,70,70)
r(4,10,5,71,71)
w(73,4,5,72,72)
r(17,2,5,73,73)
r(6,10,5,74,74)
w(0,54,5,75,75)
w(0,55,5,76,76)
w(1,27,5,77,77)
r(0,55,5,78,78)
r(23,1,5,79,79)
r(1,27,5,80,80)
w(89,2,5,81,81)
r(90,1,5,82,82)
r(1,27,5,83,83)
r(19,3,5,84,84)
r(19,3,5,85,85)
r(9,4,5,86,86)
w(12,7,5,87,87)
r(0,55,5,88,88)
r(1,27,5,89,89)
r(17,2,5,90,90)
w(3,12,5,91,91)
r(62,1,5,92,92)
r(31,0,5,93,93)
r(41,2,5,94,94)
r(5,9,5,95,95)
w(7,10,5,96,96)
r(0,55,5,97,97)
r(5,9,5,98,98)
r(70,0,5,99,99)
